Unnamed: 0,Unnamed: 0.1,proposalID.id,voters.id,support,single_vote,name
337,571,2,0xab5886f50263de85ccc8d3f10cafa6bdc7153a82,1,10092032500000000,
338,845,2,0xde88d54819c4ae692fbb8f5f914ac5723951ee65,1,42296496600000000,wouimbly.eth
336,797,2,0xd02ae906edc339872b8300020fc4411c4f4036e1,1,111725920300000000,andykaufman.eth
335,448,2,0x91d70fd5006a5a29c66b57a7b1703f49bde957e5,1,0,
334,846,2,0xe0ba6c4c82376c76386d1ca2ae2516ab18882e3c,1,6832254400000000,
375,166,2,0x3951498c5551e7552e536f63ed3e7c861b0f8d93,1,0,
360,154,2,0x35640d73401254601704ec94b564469bb6e00cd4,1,0,
339,59,2,0x0c31b6605686aa26df47eb45af0e4aa6639a5fd6,1,115949320398369,
345,65,2,0x1084b55cb63de549806a521036f7dad2d37e3fae,1,20093019300000000,pipe.eth
352,415,2,0x8a4bdd77b75792f3327df1ed106cf2df91f79369,1,0,
347,120,2,0x2b4ef02dc7dbca60f4978ad70df28a956df5b63d,1,576801000000000,
348,628,2,0xb6605f98a5562b1ac821bc5f2b75934239e8c6d6,1,2615800988605841,catcatcat.eth
349,412,2,0x8917297f98718541ea6e607462b9cd7b7eea2ab3,1,0,
350,147,2,0x330e75e1f48b1ee968197cc870511665a4a5a832,1,3642440653431711487,
351,414,2,0x8a2971ec277ff9ca03ede81f9ae12dc08dcfdf56,1,331803476972594021,
353,787,2,0xcc7b3f37194c7bdc51cbf89c844472b830dadaca,1,0,
354,62,2,0x0d8a282f1c5a2a0d9a078865fae419b576ad4a1b,1,0,
355,144,2,0x3274d89c5c27c33bf44ff44c027a6f986e4e7bd8,1,0,
356,862,2,0xe4a77604802ee95603ec22ca0e4ebf981f6134a3,1,0,
357,856,2,0xe2f6e3565a96cd24d6ba985563a26fb3c93cad04,1,79207300567563314,
442,906,2,0xf56b7c1194e11f941a9ee681d0a4bffa12a7924a,1,847879280889398,
443,679,2,0xc4b58654979382b02c65b8786f6b0242b7f6648c,1,39867532508951347,
361,431,2,0x8c6b10d42ff08e56133fca0dac75e1931b1fcc23,1,888866353529301540,
359,203,2,0x49f4e3c8b59689767b988c333adde1a02d3a78ba,1,0,
346,51,2,0x08e166bddc849cfd91084e828b5096085e8e0875,1,85386089300000000,
358,151,2,0x34d8575ec66968ab4ea07f7031ed6a74c213b704,1,2173859700000000,luckyboys.eth
454,394,2,0x7d3bf2cb39f5ceeeca91ecc8201dc01616ad089f,1,0,goluis.eth
444,323,2,0x6808c8f473363d085d8d8ece4b53966cad81ee4a,1,0,
441,245,2,0x50c25a4f9d19c8f704f2e5d77c00f9cbe6dbb357,1,0,megcusack.eth
374,504,2,0x9f7610115501abd147d1d82ce92cea2a716690ed,1,0,
370,826,2,0xd8ff36bd818bcae0278f0904d527206363795082,1,10003042200000000,
460,660,2,0xc426f7adb8c15771cdc6df55d31518056c04d63e,1,264105199000000000,
461,880,2,0xeae2bb84a160f7597f5792b5c6723e3cbab006cc,1,3544643100000000,
373,503,2,0x9f3ef50ea64adad5b33f1f8222760cfbf42007f7,1,5036054113148239,alphaserpentis.eth
372,764,2,0xca768c37ba6ec3d67be7b47bbe1f1c94ca216f46,1,455901073811958761,langos.eth
371,823,2,0xd82de84a0e70c0fe6d4344a8594ff3756cd11203,1,0,
366,182,2,0x3ec44a823e07555b5f889d8d954eec736eb5865b,1,10000000000000000,collinpixley.eth
369,607,2,0xb21731d830b7e8460e5d6c66dc1ccc0a5d0a6b87,1,0,philfr.eth
368,616,2,0xb3696bfd947104624a838dd0ae1282756e47ea39,1,0,
367,488,2,0x9cca0d5cadd9871fbe79333fcb73a7e207442f30,1,2814355500000000,
458,703,2,0xc6a0d93a696b3cb60a3d1adc7852bb3131639671,1,238545321882051795,nahuel.eth
365,69,2,0x12f5d55526597de9eea0ae9df30f837d83a0bdd2,1,0,
364,67,2,0x1200eb4fa3df9903fc6eff1d7a4a5d17502329b2,1,0,
459,923,2,0xfc655427c568bcb837c05cec13e4956524ca83e0,1,73316258817471,🔑🔑🔑.eth
457,745,2,0xca4c08135366201d6afaed66e5422db8865bbb39,1,0,
456,642,2,0xbd8a922be2101c8a20286a7a3046279a0cf23eaf,1,54495570600000000,jacobhuang.argent.xyz
455,388,2,0x7b3013f95566aebeba4a16998ec1a6f3b0fc5c5d,1,0,
362,792,2,0xcded63761b601f817fc8c7b4a03f15328e45f448,1,0,
453,919,2,0xfc17b4011c116cd8d9298a556108a79a2bacbdd0,1,0,
452,382,2,0x7af7ca67aa827f58e0659c52a641aee55a43b535,1,47302279900000000,
451,870,2,0xe507f2d7de97c783a60fef9f1c4a4dade2b0a989,1,1014410268600000000,thumb.eth
450,377,2,0x79927e10304d4290b42425ae1232a76a1b2e7232,1,189000670644315671,
449,876,2,0xea2c3a53a679535d882ce8b2a603a5603349b036,1,0,
448,398,2,0x7f8c1877ed0da352f78be4fe4cda58bb804a30df,1,75000622600843786,gmewallet.eth
447,288,2,0x5b5398d04f6de67614403e8432c791b9eaae956a,1,2033828556149621,
446,96,2,0x205389a3a0ba0928f9c696fb29cbb3edc66183be,1,0,
445,372,2,0x7929e033554d7d284d62a2f33856df31b4089999,1,709125582723027326,
363,146,2,0x32e61203d6ef64a329bb0db488680c64f2941302,1,21683898749274974,
399,56,2,0x0a10871a80cf1329cc5943c4f0746e2b02082311,1,0,
333,575,2,0xabb9f91560f3c90c1aabf2852f827c91127ef924,1,16415032854176371,
394,470,2,0x992b9b3acc35b0fdfd4572bb2f5dc54ed2cffa84,1,20482010100000000,satse.eth
439,333,2,0x69b552292fb5e71632bfecbd592c03d7998259ba,1,26472719700000000,regis.eth
409,238,2,0x4c1bcc8f570e9f98fab0eae6b14f4df6e90cb8f7,1,2525815099848961,
437,329,2,0x6905b7a65ede4a9b1181f6abfb5cbc122c661f52,1,142790910952049708,
436,8,2,0x01222a114552e89e4c548170f8c1f4d5460d255a,1,1649062758241912,
435,912,2,0xf8f40dbf4e35cdbc404bcd8795dca3b721d6ae08,1,0,erdincgumus.eth
434,733,2,0xc7e36bc2f80543b6c244b147606f9501da6c6561,1,61645950058074899,
433,320,2,0x66ab525022c5291c0c3d7a7199a38b827586f30c,1,0,
432,100,2,0x2185f44a28e18318ce6ec792e50575a4293d4381,1,15476622020133726,
431,684,2,0xc5a61d56ca395fcb87f148532369595e31286d0e,1,244152438965998626,letverse.eth
429,88,2,0x1a1ca7f86e3dc901e2ffe532c4484e9e57d99fba,1,2500000000000000,
428,916,2,0xfa152bdc58e9432ad955987b794ec6429414c4c1,1,0,dvnny.eth
427,265,2,0x56656ada4da72e587408d330e66a85b35516ee20,1,64451945200000000,
426,310,2,0x63421ae93c44f5f3f58b7e3ad1245e955db49897,1,75245010600000000,
425,338,2,0x6b27a28d13b4b82d38e57100b5dc82f8ef3c074d,1,5206164253966032,
430,258,2,0x565b93a15d38acd79c120b15432d21e21ed274d6,1,1545099633750708176,flynnjamm.eth
417,358,2,0x70f8c26c5288d170adbac1e23b6d2904232051d6,1,0,
410,902,2,0xf53a69e7b19d3a92ceae7efb9c621d01d5ab365a,1,28724784100000000,zhanglu.eth
412,95,2,0x1dce25415d54e6bc694aafa6cd5e650d28bb786a,1,0,
413,674,2,0xc4a69b137d22b52a36328f3ac6d5aa9984faab8e,1,0,centrocapital.eth
414,14,2,0x03de28456f987281df43137f0a281152be77aae4,1,0,
415,276,2,0x5993fecb0ff732118e9e609c37e0f550e263598d,1,0,
416,357,2,0x709a71cd574e6c1c7064ff62e0dae652b7c9e359,1,211186879391484,
411,351,2,0x6f53678864e355b4ae7bf3ff4a9ecb1e5107010a,1,0,
418,894,2,0xf02f24d3b531dcc7414df353ec13ff1c1c69045c,1,0,
419,18,2,0x066a2edcc0b7278a2cf5bf2a040b4a54a41a9550,1,2270353300000000,kuso.eth
420,670,2,0xc45230120f7f4642b27b6b48197e4f6934bbc349,1,15528679800000000,daxtaran.eth
421,86,2,0x19cf388796c31fa7a583270d82659ecd2b4fd490,1,0,cryptomandias.eth
422,243,2,0x4e61f6c5aeb9bc5480e0929e6a47b9bf523d0b15,1,13957105080309883,
393,840,2,0xdd45ca901067d65860b54d4310e37371cd92fb09,1,0,sparklesmm.eth
424,271,2,0x57edc3a856a69a1b086ab097c22792b0d5bb2ff2,1,119392894500000000,mdudas.eth
438,908,2,0xf5fe364d18f4a5a53badce9a046ba74cfc97f6fb,1,12277151900000000,coinmandeer.eth
423,12,2,0x03000a0ecb1898040c26cd418570cd480775f0da,1,6783049625506922,
407,402,2,0x81d98c8fda0410ee3e9d7586cb949cd19fa4cf38,1,6120217700000000,cowrie.eth
395,624,2,0xb532fe24310aa59fb428a3dd02dc61b86bf953fa,1,520803780664292529,
392,174,2,0x3af9fe35d280ada5a5edb1bef3ed872a3231d73c,1,0,treth.eth
396,836,2,0xdce21f796ffed3cb780895ed4109f548cdf5548c,1,0,
397,171,2,0x399a0e98343a22a15af031e3e206d7e6055c514b,1,0,nebzor.eth
398,477,2,0x9a72b97137065b3816d091310e483811baa1be0f,1,0,
400,588,2,0xafa5dfeb5b3b16840a92d5fec1f5ece29128696f,1,0,
408,240,2,0x4d3877abc39d131a39ce21dd0675ad3c1e3f3f32,1,76796970303343751,9xkiwi.eth
401,618,2,0xb37795f39c546d3511ba061d04783d987d1259a4,1,71737690500000000,
403,859,2,0xe33611b07b9f08df79c304c48e5b80b75fa722a9,1,0,
404,353,2,0x6f69286d7c51de0f0cf5f3c03c8ca3eda8a322f9,1,17612704011441500,
405,343,2,0x6daf8011d8fe4ed8ebc00a4042a0eea4688f6097,1,4599814400000000,
406,242,2,0x4e3d9399c28c724293dd545225ec843ac4c9e953,1,0,
391,176,2,0x3d158a518b2893fcbf21bfbd2544d8c8582909dc,1,0,
390,178,2,0x3db69bf6ac1735509a60490d338c999252fa153a,1,1568559866295209,charlycryptoinvest.eth
389,123,2,0x2b5a0be5940b63de1eddccca7bd977357e2488ed,1,0,
402,829,2,0xd90ec9dc6f220be43ad88f3eff78fbd00d8fd1d6,1,94745801500000000,jeffkraus.eth
379,510,2,0xa31c2232842e631ccb2d2e4110b356bab21e6020,1,20041110900000000,therealtuna.eth
387,180,2,0x3e5a90f582d45cf83e0446d53b3069e86162003b,1,0,0xd0s.eth
386,529,2,0xa4b8339d2162125b33a667b0d40ac5dec27e924b,1,1905741760232230300,
385,482,2,0x9c2731b4a9adae8b65402e7036318a607496db45,1,0,
384,128,2,0x2f8c2239e53492584420ffea44b66cf26c45b40a,1,0,
383,53,2,0x0900a13fb9382c6668a74500ccce70eb96385e0c,1,15628536300000000,
382,410,2,0x87d83ea617bc2f12ea0ea7760f8a82f2c5f19d2f,1,0,
376,600,2,0xb0dc0c7a91c34ac1698f9e7ec03104bdb3b42de3,1,414447082399089516,0xsiam.eth
381,161,2,0x368c4e8933cf3577ccc394b4e05b4e03691493f1,1,0,
380,591,2,0xb03f5438f9a243de5c3b830b7841ec315034cd5f,1,0,m-j-r.eth
378,819,2,0xd6a6027d168ce1f8036d8d01c2918f8cb610271b,1,0,iamfreenow.eth
377,523,2,0xa4b06dd6316800bbab250d7486c57c982dee6e6a,1,45385286900000000,asuna.eth
440,2,2,0x0057bd83a142da84b6404616c683e21e7dd6fa5f,1,0,
388,461,2,0x964e58e3081d6e5de4182289ef8ce2c32e9a96fb,1,73203269772183937,
564,576,3,0xabb9f91560f3c90c1aabf2852f827c91127ef924,1,16415032854176371,
586,884,3,0xeccc484dd4093f62fc24c4725800013fbc2c1d15,1,0,creampp.eth
574,205,3,0x4a29875994adf15abd11dd79e5923ca666d0f8ac,1,25757293000000000,
538,568,3,0xab5309888c39646bb222a70e0bc1c69e3326ee77,1,52000020400000000,renoeth.eth
565,143,3,0x322ffce13679647e5206a09d129aa834567b8993,1,13879655400000000,
596,317,3,0x66a8ca433b6af14bbff7ce6ac1bfc024efe75c2d,1,100000000000000,brutish.eth
594,259,3,0x565b93a15d38acd79c120b15432d21e21ed274d6,1,1532074631630865654,flynnjamm.eth
566,145,3,0x3274d89c5c27c33bf44ff44c027a6f986e4e7bd8,1,7490390300000000,
572,424,3,0x8c340ad3e0ca75edf7c023e3d128eebfc4d7f2c0,1,100065018833968899,
568,150,3,0x33fd5f04fa5e2f9df117e3a7389fcfc247c24bb7,1,1000000000000000000,
569,383,3,0x7af7ca67aa827f58e0659c52a641aee55a43b535,1,47302279900000000,
570,566,3,0xaaea73b45fd8028b3b27491c475bc5f54ce75679,1,6200070300000000,
571,399,3,0x7f8c1877ed0da352f78be4fe4cda58bb804a30df,1,20000000000000000,gmewallet.eth
573,857,3,0xe2f6e3565a96cd24d6ba985563a26fb3c93cad04,1,60007300567563314,
575,853,3,0xe2e8fee9ac2af4352a0e424650b77da25c36bf80,1,60610316404857355,ninjapay.eth
595,489,3,0x9cdbddf646a86ec987394c807defed498dbc7df4,1,2121913900000000,foofighters.eth
567,708,3,0xc6a0d93a696b3cb60a3d1adc7852bb3131639671,1,3209609034174326395,nahuel.eth
539,92,3,0x1c175fdca70f2f1bbe04e3075aa9f968d35e6eb8,1,1514476600000000,quantly.eth
598,330,3,0x6905b7a65ede4a9b1181f6abfb5cbc122c661f52,1,111493692313447368,
613,549,3,0xa7bb51411a3d11323478f2e3fb4b540514060f97,1,18728586400000000,
601,903,3,0xf53a69e7b19d3a92ceae7efb9c621d01d5ab365a,1,28724784100000000,zhanglu.eth
576,183,3,0x3ec44a823e07555b5f889d8d954eec736eb5865b,1,10000000000000000,collinpixley.eth
604,913,3,0xf9454638f98c35b429a9ecd19fabe7578ce56684,1,100000000000000,theliquidator.eth
603,895,3,0xf02f24d3b531dcc7414df353ec13ff1c1c69045c,1,6012513600000000,
602,241,3,0x4d3877abc39d131a39ce21dd0675ad3c1e3f3f32,1,0,9xkiwi.eth
600,339,3,0x6b27a28d13b4b82d38e57100b5dc82f8ef3c074d,1,3206164253966032,
599,337,3,0x6aa29bcb6146b466a064582bbca829cd793af377,1,72413400000000,
614,530,3,0xa4b8339d2162125b33a667b0d40ac5dec27e924b,1,2206728248946525506,
597,324,3,0x6808c8f473363d085d8d8ece4b53966cad81ee4a,1,0,
605,827,3,0xd8ff36bd818bcae0278f0904d527206363795082,1,10003042200000000,
615,524,3,0xa4b06dd6316800bbab250d7486c57c982dee6e6a,1,45385286900000000,asuna.eth
608,541,3,0xa5a2a35fa9404f3603505984506206ccf208489f,1,100000000000000,grindcore.eth
609,163,3,0x37d2f33c9b7adf3ff90903086ff95d842758a5b3,1,100000000000000,bullzeye.eth
610,793,3,0xcded63761b601f817fc8c7b4a03f15328e45f448,1,66578935217913001,
611,54,3,0x097a39dcb7b2306c164dedba73832d15c50724d0,1,10297562863587667,
